gio_hoc_moi_tuan,diem_dau_vao,diem_trung_binh_truoc,tham_gia_ngoai_khoa,gio_giai_tri,lam_them,khoang_cach_den_truong,gpa
29,6.55,7.55,1,25,1,1,5.39
29,8.72,6.39,1,26,1,4,5.0
31,7.02,8.4,1,13,1,2,5.53
45,5.72,7.4,1,28,1,4,5.0
13,5.04,6.43,0,15,0,8,5.0
29,9.01,7.6,1,18,0,13,5.48
15,8.24,6.79,0,16,1,9,5.0
30,7.61,7.47,1,10,1,11,5.0
15,6.97,8.13,1,32,0,20,5.0
20,6.87,6.22,1,20,0,20,5.0
22,6.21,5.36,1,28,0,19,5.0
34,6.98,7.73,0,28,1,1,5.13
34,5.0,6.74,0,12,1,2,5.0
12,6.62,5.71,1,29,0,6,5.0
25,7.13,6.27,0,24,0,4,5.0
17,8.23,6.47,1,11,0,1,5.0
12,7.45,6.37,1,23,0,3,5.0
22,8.45,7.1,1,11,1,37,5.23
21,9.12,7.36,0,32,1,4,5.72
49,8.77,6.85,1,26,0,5,6.03
29,8.06,6.52,0,19,0,1,5.44
11,7.51,6.91,1,30,0,12,5.0
19,6.32,6.97,1,7,1,5,5.0
35,8.39,7.08,1,14,0,1,5.73
45,9.52,8.97,0,17,0,34,6.23
9,7.91,7.81,0,37,1,15,5.34
6,9.8,6.44,1,11,1,12,5.0
43,5.67,7.15,0,6,1,31,5.0
28,6.12,7.37,1,8,0,5,5.17
16,8.53,7.0,0,27,0,12,5.0
30,7.82,5.85,0,15,0,2,5.3
0,9.08,7.63,0,18,1,11,5.0
25,7.48,7.14,0,26,1,1,5.0
28,6.46,5.66,1,18,1,1,5.0
34,7.24,5.67,0,21,0,5,5.0
14,5.66,6.51,1,24,1,1,5.0
25,6.15,6.5,1,16,0,6,5.0
15,8.67,7.06,1,18,0,7,5.0
27,8.55,7.38,1,21,0,9,5.55
16,7.94,6.12,1,26,1,1,5.0
20,5.43,6.07,1,13,0,1,5.0
15,7.07,7.58,1,0,1,9,5.0
31,6.03,6.34,1,25,1,10,5.0
33,8.91,6.17,0,27,0,1,5.0
22,6.8,6.44,1,21,1,7,5.0
25,6.2,5.64,0,22,0,15,5.0
10,7.54,7.44,1,15,0,1,5.0
22,6.73,7.25,1,24,1,5,5.08
24,9.28,6.28,1,26,1,3,5.25
51,6.62,7.68,1,20,0,24,5.05
13,5.82,5.48,0,39,1,2,5.0
39,5.0,8.04,0,7,1,3,5.37
34,7.46,7.09,1,21,0,22,5.8
27,6.83,5.64,1,10,0,4,5.0
42,5.79,5.44,0,27,1,7,5.0
28,8.93,7.94,1,7,0,1,6.17
28,8.3,6.98,1,9,1,41,5.0
24,7.47,7.04,0,14,1,17,5.0
37,9.14,9.33,1,22,0,10,6.58
35,8.3,6.65,0,15,1,1,5.0
18,6.51,6.92,0,15,0,1,5.0
11,6.25,8.27,1,18,1,7,5.16
22,8.48,7.73,1,18,0,3,5.08
16,7.98,5.89,1,31,1,9,5.0
24,7.7,7.74,1,25,0,9,5.4
37,6.48,5.62,0,17,1,18,5.0
20,8.23,8.85,0,36,0,3,5.0
24,6.59,6.01,1,23,0,8,5.0
25,7.38,9.21,1,12,0,15,5.47
33,9.24,9.21,1,22,1,6,6.11
2,6.71,6.08,1,24,0,17,5.0
18,5.61,6.6,0,14,1,1,5.0
27,6.24,7.56,0,11,1,13,5.0
37,8.69,8.33,1,20,1,28,6.76
20,7.81,7.71,1,17,0,4,5.6
6,7.35,8.42,0,31,1,4,5.0
31,6.89,6.84,1,25,0,1,5.0
18,8.08,6.94,0,14,1,10,5.2
13,6.48,6.48,1,23,1,8,5.0
18,7.87,8.16,0,30,0,1,5.18
23,6.62,7.27,0,8,0,13,5.0
18,6.42,7.13,0,11,0,17,5.0
2,6.74,7.76,0,19,0,23,5.0
33,7.05,5.61,0,20,1,7,5.0
37,7.44,7.46,0,19,0,6,5.25
31,7.78,7.46,0,17,1,20,5.06
13,5.0,8.15,0,17,0,5,5.0
22,6.53,5.46,0,23,1,10,5.0
24,7.03,8.64,1,29,1,9,5.26
30,9.31,7.77,1,16,1,4,6.43
31,6.2,7.27,0,39,0,1,5.24
17,7.7,8.97,1,35,0,1,5.14
25,9.29,8.28,0,30,0,5,6.22
29,5.92,7.1,1,24,0,6,5.07
39,7.97,7.55,1,36,1,17,5.73
32,6.54,6.35,0,17,1,5,5.0
32,6.89,6.94,0,13,0,3,5.0
25,6.54,6.11,1,15,0,6,5.0
39,6.62,6.84,0,11,0,2,5.45
29,10.0,6.5,0,20,0,1,5.0
16,8.51,7.9,1,22,0,1,5.0
39,8.82,7.42,1,21,1,3,5.96
31,8.09,6.97,1,19,0,1,5.07
20,5.57,6.8,1,21,1,2,5.0
20,7.97,5.89,1,33,0,15,5.0
27,8.79,9.56,1,24,1,2,6.3
29,6.48,6.73,1,27,0,1,5.0
26,8.66,7.34,0,21,1,29,5.0
28,8.35,6.39,1,7,0,9,5.12
41,9.72,7.84,0,5,0,1,6.09
35,7.0,8.46,1,36,0,1,5.61
26,6.18,7.84,0,15,1,9,5.0
34,7.07,7.92,0,15,1,7,5.21
14,9.22,8.24,1,21,0,1,5.89
28,5.31,6.12,0,24,0,2,5.0
43,5.02,5.01,0,25,0,26,5.0
22,7.61,6.97,0,34,0,8,5.0
16,6.97,6.74,0,32,1,5,5.0
18,7.51,8.25,1,13,1,2,5.98
14,8.63,7.82,1,27,1,1,5.56
17,6.84,8.64,1,16,1,5,5.0
21,5.25,7.73,1,18,1,25,5.0
10,9.95,7.41,1,11,0,1,5.45
25,6.3,5.39,0,6,0,47,5.0
34,6.23,8.22,1,19,0,2,5.83
15,8.82,8.97,0,12,0,5,5.83
40,7.04,5.61,1,27,1,1,5.0
30,7.42,8.71,1,17,1,8,5.45
35,8.08,7.73,1,22,1,6,6.26
18,8.8,7.71,1,30,0,10,5.6
33,7.1,8.73,0,8,0,7,5.96
14,9.32,9.11,0,14,1,5,6.18
33,5.0,7.08,1,21,1,13,5.0
26,8.41,7.92,0,22,0,1,5.99
30,6.49,7.49,0,28,1,7,5.0
13,9.15,7.22,1,26,1,1,5.18
16,7.67,7.14,0,20,0,5,5.0
30,6.69,5.96,0,22,0,15,5.0
15,8.3,7.04,1,22,1,1,5.24
29,8.57,7.09,0,8,1,27,5.0
11,8.27,6.71,1,18,0,21,5.0
33,6.26,6.92,1,21,1,5,5.0
12,6.92,6.64,1,23,1,1,5.0
30,7.5,7.68,0,12,1,15,5.0
31,7.45,5.74,0,9,0,21,5.0
18,8.4,7.3,1,18,1,1,5.0
30,5.08,6.56,1,35,0,24,5.0
27,7.9,6.94,1,13,1,24,5.0
19,7.15,6.86,0,29,1,6,5.0
14,6.49,5.45,1,32,0,15,5.0
5,6.61,7.26,0,20,0,5,5.0
28,7.24,7.75,0,14,1,8,5.03
9,5.0,6.92,0,24,1,3,5.0
25,6.66,7.99,1,21,0,1,5.55
22,6.45,7.05,1,13,0,13,5.0
31,8.14,7.84,1,14,0,1,6.75
21,6.53,7.02,0,23,0,8,5.0
21,7.24,7.79,0,27,1,20,5.0
32,9.35,6.31,1,17,1,2,5.64
28,8.69,6.57,1,19,1,4,5.0
28,8.58,9.14,0,25,0,8,6.33
29,6.9,5.57,1,18,1,2,5.0
9,8.15,7.2,1,17,0,18,5.0
32,7.22,8.3,0,13,1,4,5.15
31,7.26,6.98,1,13,0,8,5.0
14,7.99,6.87,0,41,0,2,5.0
22,6.78,7.07,0,18,0,1,5.0
24,9.29,7.32,0,30,0,1,5.35
23,7.31,7.12,1,33,1,1,5.0
28,8.24,6.66,1,18,1,6,5.0
39,9.25,8.84,1,22,1,8,7.34
35,8.74,9.02,1,20,1,1,6.37
11,5.81,6.5,0,7,0,1,5.0
31,8.03,5.91,0,7,0,6,5.0
38,8.52,6.91,1,20,1,16,5.15
28,8.57,7.28,0,16,0,9,5.42
35,6.16,7.28,0,35,0,1,5.0
45,6.71,5.86,1,18,1,21,5.4
35,8.69,6.7,1,35,0,24,6.15
27,6.59,7.41,1,16,0,3,5.65
35,7.14,8.03,0,35,0,9,5.0
26,9.39,7.06,1,24,0,6,5.34
25,7.44,5.73,0,24,0,28,5.0
21,6.63,8.99,1,15,0,7,5.27
40,6.45,7.66,0,24,0,32,5.12
16,7.9,6.99,1,33,0,2,5.0
40,5.9,7.58,0,18,0,4,5.53
29,7.2,6.93,0,17,1,15,5.0
11,7.9,8.18,1,18,0,15,5.0
28,9.06,7.79,0,32,0,13,5.1
3,8.3,7.49,0,26,0,19,5.0
31,6.64,6.77,0,31,0,12,5.0
33,8.91,6.17,1,22,0,10,5.0
19,7.14,9.08,1,20,0,6,5.95
26,6.02,5.72,0,23,1,6,5.0
44,7.29,5.69,0,28,1,5,5.0
19,9.23,7.44,1,18,1,9,5.0
14,7.7,6.2,0,30,0,5,5.0
39,7.52,7.1,1,22,0,1,5.45
44,9.46,8.46,0,0,0,1,6.32
25,5.78,7.68,1,27,1,25,5.0
35,5.96,7.54,1,9,0,1,5.0
38,5.56,6.25,1,26,0,1,5.0
17,7.95,7.34,1,27,0,5,5.0
20,7.7,7.64,1,22,1,3,5.0
37,9.35,6.31,1,24,1,5,5.83
41,7.79,7.84,1,28,1,1,5.91
30,7.02,5.6,1,16,0,1,5.0
16,7.5,9.25,0,26,0,16,5.0
44,7.64,6.77,1,29,1,14,5.88
19,5.49,6.35,1,34,0,1,5.0
21,10.0,7.09,0,11,0,11,5.72
28,8.12,6.68,0,23,1,9,5.0
40,7.75,9.33,0,12,1,12,6.51
33,8.24,8.36,1,11,1,6,6.31
29,8.35,6.01,0,22,0,3,5.0
29,7.33,8.68,0,20,0,10,5.71
25,6.74,8.18,1,29,0,4,5.34
30,8.22,7.07,0,17,1,2,5.46
0,7.96,7.61,1,18,1,5,5.0
22,6.53,6.84,1,21,1,14,5.0
27,9.2,9.73,1,13,1,6,6.35
13,7.85,6.42,0,14,1,3,5.04
28,8.38,7.57,1,28,0,17,5.0
22,9.17,7.2,1,15,1,21,5.43
42,7.53,5.76,1,29,1,5,5.41
40,7.88,9.36,1,24,0,4,5.99
20,8.47,6.2,1,7,0,9,5.0
23,6.63,7.12,1,24,1,1,5.0
24,7.56,5.77,1,24,0,11,5.0
20,7.65,6.78,0,23,1,15,5.0
26,6.35,7.25,1,18,0,5,5.0
17,10.0,7.03,1,12,1,1,5.97
13,5.81,7.26,1,30,0,1,5.0
31,5.94,6.4,1,19,0,10,5.0
31,9.08,8.84,1,12,0,3,6.38
16,8.36,8.84,1,23,0,6,5.57
33,6.27,6.16,0,14,0,4,5.0
18,8.23,7.45,1,12,0,1,5.9
27,9.26,7.87,1,16,1,7,5.93
33,7.46,7.79,1,14,0,6,6.4
24,10.0,7.92,0,12,1,9,5.93
29,5.43,6.73,0,26,1,2,5.0
19,8.33,7.14,1,19,1,2,5.96
23,8.9,7.69,1,30,0,16,5.39
22,8.57,8.83,0,13,0,12,5.31
17,7.25,7.75,1,6,0,14,6.0
23,7.15,7.78,1,21,1,1,5.0
9,8.03,8.07,1,34,1,2,5.0
20,8.48,7.28,1,24,0,8,5.0
22,8.22,7.7,0,45,0,19,5.02
22,8.75,6.38,0,22,0,22,5.17
22,6.28,8.12,0,21,0,17,5.0
24,7.23,5.67,1,2,0,1,5.01
29,6.37,6.72,1,23,1,17,5.0
33,7.04,8.21,1,21,0,22,5.33
18,8.72,6.12,0,16,1,1,5.31
12,7.63,7.61,0,18,1,5,5.0
14,10.0,7.19,1,19,1,7,5.48
20,7.73,6.83,1,18,0,2,5.0
21,7.57,8.16,1,36,0,7,5.51
17,7.63,7.4,0,17,0,21,5.41
12,6.73,5.52,1,21,1,20,5.0
20,7.43,6.1,1,16,0,28,5.0
26,8.85,8.58,1,26,0,6,6.53
30,7.64,7.66,1,21,0,5,5.65
19,6.55,8.7,0,17,0,10,5.0
20,6.39,8.58,0,4,1,5,5.0
15,6.96,6.63,0,21,0,1,5.28
24,7.59,9.28,0,17,0,12,5.31
16,8.93,7.61,1,19,0,3,5.97
30,5.89,5.66,1,10,0,1,5.0
7,7.12,6.37,1,31,1,1,5.0
21,7.67,5.8,0,26,0,26,5.0
28,5.3,8.18,1,31,0,2,5.0
26,6.5,8.52,0,29,1,5,5.03
51,6.68,5.84,1,24,1,30,5.0
28,6.54,6.62,1,10,0,6,5.91
14,7.73,7.32,0,34,0,1,5.0
24,7.31,6.08,0,12,0,8,5.0
7,6.83,5.55,1,17,0,1,5.0
24,8.01,7.08,1,25,0,1,5.0
16,9.57,7.43,0,26,0,19,5.12
34,9.47,7.33,0,24,1,3,5.69
19,5.19,6.69,1,16,0,11,5.0
23,8.19,8.86,1,15,1,7,5.27
18,7.29,6.77,1,40,1,2,5.0
42,7.69,7.38,1,19,1,7,5.48
21,7.02,7.77,0,18,0,1,5.0
43,7.64,7.77,1,14,1,4,5.26
33,7.68,6.56,1,21,1,7,5.0
29,6.81,7.04,1,21,0,2,5.0
28,6.42,7.4,1,19,0,10,5.42
28,6.96,5.8,1,23,0,1,5.0
5,7.78,8.56,1,34,1,6,5.17
22,8.22,8.87,1,15,0,12,5.56
33,8.52,6.7,1,20,0,5,5.39
24,6.91,7.18,1,14,1,20,5.44
10,7.84,7.93,1,22,0,10,5.58
24,8.66,6.92,0,15,1,31,5.31
42,8.9,8.08,1,15,0,3,6.41
37,7.43,7.3,1,8,1,27,5.58
24,7.23,5.67,1,20,0,9,5.0
34,7.73,7.7,0,23,0,13,5.33
21,6.12,5.58,0,34,1,23,5.0
7,7.27,8.07,1,23,0,8,5.23
15,8.39,6.71,0,16,0,19,5.0
40,8.27,7.21,1,9,1,7,6.33
22,7.18,8.49,1,10,0,9,5.34
22,7.76,7.75,1,9,1,5,5.0
22,6.51,5.72,1,35,0,1,5.0
44,8.34,6.34,1,22,0,8,5.21
41,7.41,6.49,0,15,0,37,5.0
47,7.17,7.47,0,12,1,15,5.31
23,7.07,7.4,1,13,0,13,5.0
27,7.42,6.24,1,15,1,10,5.0
9,6.96,5.76,1,30,1,4,5.0
39,8.29,7.68,1,19,0,1,6.23
13,7.03,6.82,0,8,1,2,5.0
27,9.41,9.82,0,38,1,1,6.32
14,9.26,7.72,0,10,0,11,5.3
19,6.43,8.73,0,15,0,16,5.25
16,7.58,5.95,1,30,0,3,5.0
18,6.72,5.52,1,23,1,1,5.0
19,7.11,5.86,1,16,1,4,5.0
19,9.9,9.12,1,10,0,3,6.38
33,7.13,8.88,0,12,0,5,6.27
13,7.93,6.46,1,12,1,3,5.0
27,8.15,6.86,1,20,0,4,5.0
37,6.3,5.56,0,21,1,23,5.0
19,6.47,5.44,0,18,0,4,5.0
17,6.05,7.47,1,19,1,15,5.0
22,6.44,7.07,0,11,1,9,5.0
36,5.0,6.41,1,22,0,4,5.0
26,8.15,5.95,1,30,0,17,5.0
19,9.97,9.61,1,18,0,9,5.95
29,7.68,6.67,1,18,0,1,5.0
13,5.8,7.2,0,20,0,1,5.0
31,6.73,5.52,1,28,1,13,5.0
29,6.95,6.78,0,12,0,5,5.0
21,6.28,7.09,0,31,0,5,5.0
16,8.53,7.8,1,23,1,1,5.0
16,8.47,7.6,0,20,1,1,5.0
30,6.11,7.25,1,29,0,15,5.0
37,8.37,6.22,1,10,1,17,5.0
18,9.33,7.91,0,24,1,8,5.46
29,9.78,7.95,0,23,0,3,5.64
4,10.0,8.14,1,12,0,26,5.21
19,6.42,6.9,0,23,0,9,5.0
24,10.0,6.56,1,22,1,15,5.0
15,7.07,5.64,0,18,1,1,5.0
15,6.79,5.54,1,26,1,5,5.0
18,7.89,8.13,1,15,0,20,5.0
27,6.8,7.81,1,22,0,4,5.0
23,7.98,8.18,1,18,1,12,5.42
2,5.92,7.0,1,15,0,10,5.0
3,7.21,5.66,0,24,0,1,5.0
18,9.04,6.53,1,18,0,14,5.05
29,7.43,7.31,1,8,1,1,5.77
0,7.67,7.34,1,5,0,13,5.0
20,8.07,7.09,1,26,0,47,5.0
19,8.9,7.96,0,10,1,31,5.37
38,5.51,6.57,0,22,1,16,5.0
21,8.2,7.49,0,20,1,7,5.0
28,7.18,6.38,1,17,1,11,5.0
26,7.7,8.24,1,35,0,13,5.33
3,8.77,7.08,1,21,0,1,5.18
32,6.07,5.32,0,26,1,1,5.0
27,6.28,5.98,0,22,0,9,5.0
30,5.18,6.09,1,18,1,1,5.0
60,6.84,8.0,1,19,1,23,6.42
4,9.1,7.58,0,31,0,6,5.82
42,7.36,6.91,0,28,0,2,5.73
22,5.89,5.36,0,35,0,5,5.0
27,6.92,7.8,1,21,0,19,6.3
24,5.71,5.93,0,12,0,26,5.0
20,6.15,6.64,1,16,1,1,5.0
19,7.97,8.84,0,10,0,15,6.28
28,6.09,7.26,0,26,1,8,5.0
9,8.84,6.15,0,15,0,8,5.0
32,7.41,5.72,0,0,0,15,5.03
20,7.6,7.11,1,39,0,2,5.0
13,7.17,5.78,1,15,1,7,5.0
20,8.43,8.11,1,15,0,3,5.58
37,8.44,7.48,1,33,0,1,6.16
19,7.9,7.44,1,10,1,1,5.0
28,8.18,6.61,1,29,0,1,5.23
17,7.25,8.9,0,15,0,9,5.16
32,8.15,9.45,1,9,0,1,6.08
31,7.09,6.74,0,33,0,8,5.0
43,7.5,7.52,0,27,0,8,5.0
23,7.17,7.15,1,27,0,23,5.0
31,6.95,6.71,1,22,0,9,5.46
25,6.67,6.03,1,24,1,42,5.0
37,8.06,6.18,0,10,1,1,5.03
17,9.07,6.43,1,20,1,12,5.0
32,8.91,8.0,1,12,1,1,6.26
23,5.99,6.15,0,8,0,13,5.0
24,9.05,6.21,1,23,1,4,5.42
25,7.12,7.5,0,29,0,9,5.0
27,8.22,7.33,1,16,1,3,5.0
23,6.41,8.24,0,18,0,1,5.69
27,7.67,7.59,0,10,0,12,5.0
40,7.88,5.86,0,20,1,23,5.04
34,5.72,5.22,1,26,1,2,5.0
33,8.23,6.61,1,26,1,25,5.0
20,9.12,6.98,0,24,0,1,5.36
16,7.29,8.08,1,15,0,13,5.08
34,9.13,7.63,1,14,0,32,6.06
33,7.27,8.27,0,26,0,1,5.0
39,8.52,6.06,1,26,0,5,5.01
18,5.0,7.41,1,18,0,4,5.0
22,10.0,8.66,0,16,0,4,6.32
8,9.29,6.29,1,29,0,13,5.0
21,7.16,8.44,1,17,1,10,5.62
34,5.13,6.54,0,25,1,34,5.0
20,7.85,7.67,0,18,0,2,5.0
31,5.77,5.72,1,11,0,7,5.13
23,8.03,8.65,0,32,0,5,5.96
28,7.99,6.05,0,20,0,25,5.0
13,6.37,7.68,1,14,1,1,5.0
25,8.85,8.42,1,8,1,45,6.08
0,8.47,6.42,1,9,1,6,5.0
23,8.67,9.58,0,17,0,9,5.42
8,7.51,7.4,0,35,1,4,5.0
37,5.8,7.33,1,15,0,19,5.0
32,8.67,6.1,0,31,0,8,5.28
29,7.18,9.15,0,18,0,10,5.03
40,5.83,5.36,1,10,1,10,5.1
15,9.12,8.71,0,16,0,4,5.52
42,10.0,6.86,1,9,0,1,5.79
34,7.45,6.49,0,13,1,16,5.0
22,10.0,8.73,1,12,0,3,6.12
36,7.61,8.26,0,4,0,18,5.75
13,7.04,5.68,0,32,0,9,5.0
16,6.74,8.07,1,21,0,4,5.0
18,9.46,8.84,0,14,1,9,5.0
19,6.56,5.88,0,21,0,10,5.0
14,8.38,9.09,0,13,0,12,6.64
37,6.83,5.55,1,0,0,17,5.0
22,6.95,6.33,1,43,1,1,5.0
28,8.74,8.02,0,21,0,28,5.4
19,7.04,6.12,0,15,1,5,5.0
6,7.01,7.28,0,4,0,19,5.0
27,8.86,7.81,0,8,0,2,5.74
5,9.42,7.53,1,33,1,1,5.0
24,8.27,8.26,1,32,0,8,6.3
11,6.71,6.67,1,26,0,3,5.0
44,6.89,7.21,0,11,0,41,5.0
34,7.6,8.38,0,32,0,1,5.92
26,7.89,8.1,0,23,0,1,5.77
37,6.31,7.62,1,25,1,1,5.21
16,8.37,6.2,0,23,1,2,5.0
30,7.6,7.73,0,7,0,8,5.0
26,5.44,5.61,0,10,0,7,5.0
27,6.39,5.47,1,15,1,4,5.0
37,6.9,6.89,0,25,0,1,5.0
32,7.41,6.17,0,8,0,2,5.0
27,9.77,8.66,0,18,1,2,5.94
8,7.79,8.09,0,18,1,13,5.36
15,6.49,5.45,0,26,1,15,5.0
23,7.76,6.36,1,25,1,15,5.0
25,7.08,5.62,1,11,1,34,5.0
13,7.89,6.78,0,31,0,21,5.0
49,8.2,7.84,1,10,1,6,6.22
40,8.95,7.33,1,28,0,5,5.98
31,7.47,6.52,1,15,0,24,5.0
25,9.47,9.11,1,21,0,9,6.83
22,8.59,6.08,0,21,1,3,5.0
15,6.65,8.19,1,21,0,8,5.4
25,10.0,7.33,0,25,1,48,6.53
27,7.89,7.19,0,23,1,18,5.0
12,6.5,6.3,1,26,0,3,5.0
28,9.48,9.37,1,23,1,30,6.15
23,9.99,6.61,0,9,1,39,5.95
5,7.46,7.15,0,22,1,2,5.0
16,6.9,7.52,1,15,0,22,5.0
20,7.29,5.69,1,11,1,21,5.0
43,8.36,6.44,1,17,1,1,5.5
30,9.03,7.45,1,21,0,11,6.0
11,8.18,6.42,1,21,0,3,5.0
29,7.62,6.33,0,28,0,11,5.0
9,9.3,7.32,0,30,1,24,5.0
35,7.12,7.72,0,22,0,6,5.09
20,8.74,7.16,1,24,0,5,5.12
24,7.15,8.18,0,20,1,25,5.21
38,8.02,6.26,1,26,0,36,5.32
12,7.36,5.79,1,23,1,1,5.0
11,7.43,9.15,0,19,0,25,5.86
19,7.05,6.32,0,37,0,1,5.0
35,9.11,6.26,1,15,0,4,5.58
9,6.62,5.49,0,31,1,14,5.0
0,6.61,8.01,0,9,1,15,5.0
20,10.0,7.54,1,26,1,12,5.75
30,8.67,7.24,0,31,1,1,5.56
37,5.0,6.23,0,4,0,1,5.0
20,6.82,8.01,0,21,0,27,5.0
20,5.33,6.31,1,25,0,1,5.0
36,6.36,8.91,1,22,1,1,5.05
6,5.0,6.54,1,23,1,18,5.0
21,7.34,8.22,1,21,0,10,5.0
26,6.13,7.58,0,11,1,4,5.0
29,7.57,7.13,1,38,1,1,5.11
19,5.55,5.95,0,15,0,21,5.0
25,7.6,7.53,1,23,1,44,5.11
0,7.0,7.54,0,14,0,1,5.0
18,9.3,7.09,1,1,1,8,5.03
29,9.19,7.83,1,12,0,3,5.65
15,8.44,8.73,0,8,0,17,5.73
25,7.11,9.13,1,28,0,4,5.58
29,9.88,8.76,1,15,1,12,6.73
21,5.64,8.55,1,15,1,7,5.15
26,5.82,5.98,1,11,0,7,5.12
15,7.4,7.86,0,20,1,19,5.0
22,10.0,9.31,0,14,1,6,5.58
31,7.26,6.14,1,27,1,18,5.0
26,7.28,6.57,1,22,0,4,5.0
19,5.77,8.46,0,15,0,1,5.06
27,8.64,6.47,0,26,1,6,5.16
32,8.64,6.09,0,20,0,6,5.0
4,8.45,9.04,0,20,0,6,5.0
36,6.74,8.18,1,8,0,16,5.58
21,6.65,7.35,1,19,0,8,5.0
29,5.95,6.64,1,22,0,21,5.0
36,7.6,6.72,1,30,1,7,5.0
11,6.2,7.06,0,13,0,2,5.0
17,6.09,8.38,0,38,0,1,5.0
22,6.99,7.25,0,24,0,20,5.0
17,6.91,9.07,1,7,1,1,6.03
42,6.85,6.01,0,13,1,1,5.14
16,8.06,7.3,1,31,1,1,5.24
19,7.59,6.79,1,29,0,5,5.0
27,7.15,5.91,1,20,0,7,5.0
12,7.72,7.06,0,21,1,1,5.0
21,6.31,7.23,1,10,1,7,5.0
28,7.63,7.74,0,30,1,5,5.0
21,7.68,9.3,1,12,0,14,5.74
24,5.7,7.1,1,26,0,17,5.0
19,8.69,8.72,0,30,0,11,5.37
9,6.44,6.9,1,20,1,6,5.0
28,7.61,8.94,1,27,0,2,6.36
42,8.9,9.67,1,34,0,18,6.42
25,8.61,8.04,0,22,0,4,5.41
27,7.54,6.12,1,18,0,4,5.0
31,7.07,6.44,1,19,0,24,5.0
12,8.64,7.79,1,14,0,37,5.39
42,8.31,7.87,1,13,1,22,5.13
27,6.76,7.66,1,23,0,50,5.35
41,6.55,7.35,0,18,0,20,5.19
17,5.01,6.41,0,22,0,12,5.0
43,7.68,6.54,1,8,0,3,5.0
32,7.4,7.54,0,19,1,30,5.0
30,8.86,9.51,0,28,0,20,6.0
27,7.93,8.35,0,11,1,2,5.72
22,9.1,8.19,1,20,0,6,5.54
37,6.66,7.98,1,5,1,1,5.81
26,8.87,7.17,0,9,0,30,5.68
5,6.87,6.43,1,26,0,8,5.0
13,8.43,6.64,1,17,1,2,5.0
23,5.75,6.49,0,34,0,3,5.0
28,7.78,6.79,1,23,0,39,5.0
24,5.12,7.7,1,24,1,9,5.0
37,7.18,6.55,1,11,0,5,5.0
5,8.03,6.47,0,16,0,6,5.0
26,6.87,9.0,1,14,0,1,5.89
6,6.24,6.3,0,11,1,1,5.0
32,8.52,7.62,0,25,1,8,5.12
24,7.38,7.59,1,26,0,7,5.31
29,6.91,5.78,1,23,0,4,5.0
16,7.55,8.46,1,13,0,8,5.25
37,10.0,8.57,0,22,0,1,6.37
35,8.88,9.2,1,4,1,28,6.54
30,8.9,6.86,0,30,0,3,5.66
23,8.02,7.41,1,9,0,1,5.44
30,7.7,7.25,1,11,1,1,5.0
17,5.0,6.68,1,20,1,1,5.0
33,6.69,5.51,0,21,1,1,5.0
41,6.92,7.09,1,19,1,5,5.0
35,5.25,5.08,1,11,1,13,5.0
17,6.11,7.11,0,29,0,3,5.0
28,5.12,5.04,1,6,0,5,5.0
12,7.45,5.74,1,8,0,26,5.0
30,8.48,8.3,0,19,0,3,5.82
29,8.83,6.97,0,9,1,15,5.27
6,8.0,6.26,1,29,0,1,5.0
13,6.34,8.14,1,10,0,1,5.0
22,5.18,6.8,0,32,0,6,5.0
21,5.39,7.43,1,28,0,2,5.0
12,5.98,6.52,0,29,1,23,5.0
28,6.43,8.93,1,35,1,1,5.0
27,7.31,6.46,1,20,0,9,5.0
23,6.28,8.62,1,11,0,9,5.73
17,7.91,7.21,1,19,1,1,5.0
35,7.22,5.67,0,15,1,13,5.0
41,7.51,7.66,1,14,0,6,6.09
20,8.87,7.89,1,21,1,12,5.0
18,6.08,5.62,0,17,1,17,5.0
29,8.0,6.33,1,13,1,3,5.0
21,7.48,7.12,0,18,1,6,5.0
23,7.1,7.4,0,24,1,3,5.0
32,8.56,6.07,0,27,0,2,5.47
5,8.55,8.57,0,7,1,1,5.0
38,6.36,6.29,1,17,1,33,5.0
25,7.28,5.69,0,18,1,5,5.0
20,7.84,8.24,0,10,1,1,5.98
24,7.17,7.03,0,19,0,1,5.0
24,8.2,8.64,1,21,0,3,6.54
7,7.84,7.71,0,24,0,1,5.0
39,9.7,7.81,0,20,1,4,5.87
25,5.66,6.44,0,12,0,1,5.0
29,7.35,7.61,1,36,0,1,5.0
34,6.41,6.39,1,26,0,11,5.0
14,8.22,6.47,0,24,1,23,5.0
29,5.56,7.21,1,28,1,5,5.0
22,7.92,7.12,1,21,1,18,5.13
33,6.74,6.96,0,30,1,1,5.0
3,6.62,8.03,1,20,0,15,5.0
24,5.76,6.51,1,20,1,1,5.0
18,6.94,7.0,1,25,0,18,5.0
29,8.8,6.91,1,32,0,21,5.59
29,7.47,7.59,1,32,1,15,5.17
17,8.25,7.74,1,24,1,17,5.0
17,9.5,8.7,1,24,1,8,5.3
23,7.82,6.64,0,25,0,3,5.0
16,6.83,6.47,0,27,0,10,5.0
33,8.06,8.15,1,30,0,5,6.23
21,6.85,7.22,1,18,0,1,5.37
0,6.89,6.02,1,30,0,6,5.0
21,5.68,7.97,0,22,0,10,5.0
14,8.61,6.08,0,25,0,1,5.0
8,7.04,7.83,1,31,1,9,5.0
12,7.72,5.89,1,25,1,10,5.0
